1.4,2.8,0.8,4.999999999999999
1.8,1.2000000000000002,1.4,4.4
1.8,2.1999999999999997,1.8,5.8
1.6,0.4,2.2,4.2
1.8,3.2,0.8,5.8
6.2,0.6000000000000001,0.0,6.800000000000001
2.8,2.4000000000000004,0.6000000000000001,5.800000000000001
3.0,1.2000000000000002,0.6000000000000001,4.800000000000001
2.2000000000000006,1.2000000000000002,1.4,4.800000000000001
1.6,1.8,2.0000000000000004,5.4
2.6,1.6,2.4,6.6
3.0000000000000004,2.2,2.6,7.800000000000001
2.0,4.0,0.0,6.0
2.4,1.7999999999999998,1.2000000000000002,5.3999999999999995
2.8000000000000003,1.6,0.8,5.2
2.4,3.2,0.2,5.8
2.6,1.5999999999999999,1.6,5.800000000000001
2.8000000000000003,2.6,1.0,6.4
3.0,1.6,1.2000000000000002,5.8
2.4,1.2000000000000002,2.0,5.6
1.5999999999999999,2.6,0.0,4.2
2.1999999999999997,3.2,0.4,5.800000000000001
2.4,2.2,1.0,5.6
1.8,3.1999999999999997,0.8,5.8
